site_id,period,month_start_date,calendar_year,calendar_month,calendar_quarter,month_label,metric,metric_display_name,metric_group,unit,dashboard_page,display_order,plan_value,actual_value,variance_value,variance_pct,alert_direction,alert_level,alert_flag,badness_score,alert_message,plan_version,data_classification,sample_data_flag
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,11133476.428935371,11208108.34952417,74631.92058879882,0.00670337976329065,lower_is_bad,on_track,False,0.0,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,11025476.428935371,11046108.34952417,20631.92058879882,0.0018712951518949513,lower_is_bad,on_track,False,0.0,Operating Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,9121476.428935371,9086108.34952417,-35368.07941120118,-0.0038774511655816695,lower_is_bad,on_track,False,0.0038774511655816695,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1904000.0,1960000.0,56000.0,0.029411764705882353,higher_is_bad,on_track,False,0.029411764705882353,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,108000.0,162000.0,54000.0,0.5,higher_is_bad,critical,True,0.5,Working Capital Change is 50.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,262800.0,264740.0,1940.0,0.007382039573820396,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.82,0.795,-0.02499999999999991,-0.030487804878048672,lower_is_bad,warning,True,0.030487804878048672,Head Grade is 3.0% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,88.2,88.35,0.14999999999999147,0.0017006802721087468,lower_is_bad,on_track,False,0.0,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1900.6747199999998,1859.0,-41.67471999999975,-0.021926276790801825,lower_is_bad,on_track,False,0.021926276790801825,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.25,4.34,0.08999999999999986,0.021176470588235262,lower_is_bad,on_track,False,0.0,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,4.0,4.115,0.11500000000000021,0.028750000000000053,lower_is_bad,on_track,False,0.0,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.15,17.390269698572183,0.2402696985721846,0.014009894960477238,higher_is_bad,on_track,False,0.014009894960477238,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4507020.0,4603900.0,96880.0,0.021495356133320907,higher_is_bad,on_track,False,0.021495356133320907,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,16174444.070132999,16291482.835136984,117038.7650039848,0.0072360301532776216,lower_is_bad,on_track,False,0.0,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,11667424.070132999,11687582.835136984,20158.765003984794,0.0017277819750795259,lower_is_bad,on_track,False,0.0,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,11613424.070132999,11579582.835136984,-33841.234996015206,-0.0029139756536616036,lower_is_bad,on_track,False,0.0029139756536616036,Operating Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,9765424.070132999,9563582.835136984,-201841.2349960152,-0.020668967732116753,lower_is_bad,on_track,False,0.020668967732116753,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1848000.0,2016000.0,168000.0,0.09090909090909091,higher_is_bad,warning,True,0.09090909090909091,Sustaining Capex is 9.1% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,54000.0,108000.0,54000.0,1.0,higher_is_bad,critical,True,1.0,Working Capital Change is 100.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,264000.0,265960.0,1960.0,0.007424242424242424,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.83,0.815,-0.015000000000000013,-0.018072289156626523,lower_is_bad,on_track,False,0.018072289156626523,Head Grade remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,88.3,88.55,0.25,0.0028312570781426957,lower_is_bad,on_track,False,0.0,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1934.8295999999998,1919.0,-15.8295999999998,-0.008181392304521185,lower_is_bad,on_track,False,0.008181392304521185,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.28,4.37,0.08999999999999986,0.021028037383177534,lower_is_bad,on_track,False,0.0,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,4.03,4.1450000000000005,0.11500000000000021,0.028535980148883425,lower_is_bad,on_track,False,0.0,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.05,17.17589111144533,0.1258911114453305,0.007383642900019384,higher_is_bad,on_track,False,0.007383642900019384,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4501200.0,4568100.0,66900.0,0.014862703279125566,higher_is_bad,on_track,False,0.014862703279125566,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,16588584.973164733,16939902.075522713,351317.10235797986,0.021178244131509934,lower_is_bad,on_track,False,0.0,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,12087384.973164733,12371802.075522713,284417.10235797986,0.02353007726562989,lower_is_bad,on_track,False,0.0,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,12033384.973164733,12263802.075522713,230417.10235797986,0.019148153480656162,lower_is_bad,on_track,False,0.0,Operating Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,10241384.973164733,10415802.075522713,174417.10235797986,0.0170306167393376,lower_is_bad,on_track,False,0.0,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1792000.0,1848000.0,56000.0,0.03125,higher_is_bad,on_track,False,0.03125,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,54000.0,108000.0,54000.0,1.0,higher_is_bad,critical,True,1.0,Working Capital Change is 100.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,261960.0,258000.0,-3960.0,-0.015116811726981219,lower_is_bad,on_track,False,0.015116811726981219,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.82,0.785,-0.03499999999999992,-0.0426829268292682,lower_is_bad,critical,True,0.0426829268292682,Head Grade is 4.3% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,88.2,87.65,-0.5499999999999972,-0.00623582766439906,lower_is_bad,on_track,False,0.00623582766439906,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1894.5995039999998,1775.0,-119.5995039999998,-0.06312653610828761,lower_is_bad,critical,True,0.06312653610828761,Copper Production is 6.3% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.24,4.2,-0.040000000000000036,-0.009433962264150952,lower_is_bad,on_track,False,0.009433962264150952,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.99,3.9650000000000003,-0.02499999999999991,-0.00626566416040098,lower_is_bad,on_track,False,0.00626566416040098,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.15,17.614922480620155,0.4649224806201566,0.027109182543449368,higher_is_bad,on_track,False,0.027109182543449368,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4492614.0,4544650.0,52036.0,0.011582566407886366,higher_is_bad,on_track,False,0.011582566407886366,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,16082438.071501182,14988319.247970983,-1094118.823530199,-0.06803190030428456,lower_is_bad,warning,True,0.06803190030428456,Revenue Proxy is 6.8% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,11589824.071501182,10443669.247970983,-1146154.823530199,-0.09889320290448052,lower_is_bad,warning,True,0.09889320290448052,EBITDA Proxy is 9.9% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,11481824.071501182,10227669.247970983,-1254154.823530199,-0.10922958022350411,lower_is_bad,critical,True,0.10922958022350411,Operating Cash Flow Proxy is 10.9% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,9745824.071501182,8323669.247970983,-1422154.823530199,-0.14592453271231068,lower_is_bad,warning,True,0.14592453271231068,Free Cash Flow Proxy is 14.6% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1736000.0,1904000.0,168000.0,0.0967741935483871,higher_is_bad,warning,True,0.0967741935483871,Sustaining Capex is 9.7% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,108000.0,216000.0,108000.0,1.0,higher_is_bad,critical,True,1.0,Working Capital Change is 100.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,264320.0,264600.0,280.0,0.001059322033898305,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.81,0.795,-0.015000000000000013,-0.018518518518518535,lower_is_bad,on_track,False,0.018518518518518535,Head Grade remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,88.0,88.05,0.04999999999999716,0.0005681818181817858,lower_is_bad,on_track,False,0.0,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1884.0729600000002,1852.0,-32.072960000000194,-0.01702320487631232,lower_is_bad,on_track,False,0.01702320487631232,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.2,4.28,0.08000000000000007,0.019047619047619063,lower_is_bad,on_track,False,0.0,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.95,4.045,0.09499999999999975,0.024050632911392342,lower_is_bad,on_track,False,0.0,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.25,17.35374149659864,0.10374149659864074,0.006013999802819752,higher_is_bad,on_track,False,0.006013999802819752,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4559520.0,4591800.0,32280.0,0.007079692599220971,higher_is_bad,on_track,False,0.007079692599220971,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,15832751.122519959,15954047.992482807,121296.86996284872,0.0076611366542811525,lower_is_bad,on_track,False,0.0,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,11273231.122519959,11362247.992482807,89016.86996284872,0.00789630488325785,lower_is_bad,on_track,False,0.0,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,11057231.122519959,11092247.992482807,35016.86996284872,0.0031668751041597407,lower_is_bad,on_track,False,0.0,Operating Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,9377231.122519959,9356247.992482807,-20983.130037151277,-0.002237668002739005,lower_is_bad,on_track,False,0.002237668002739005,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1680000.0,1736000.0,56000.0,0.03333333333333333,higher_is_bad,on_track,False,0.03333333333333333,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,216000.0,270000.0,54000.0,0.25,higher_is_bad,critical,True,0.25,Working Capital Change is 25.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,262160.0,263730.0,1570.0,0.005988709185230394,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.8,0.775,-0.025000000000000022,-0.03125000000000003,lower_is_bad,warning,True,0.03125000000000003,Head Grade is 3.1% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,87.7,87.45,-0.25,-0.0028506271379703536,lower_is_bad,on_track,False,0.0028506271379703536,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1839.3145600000003,1787.0,-52.314560000000256,-0.02844242150728163,lower_is_bad,on_track,False,0.02844242150728163,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.12,4.11,-0.009999999999999787,-0.0024271844660193657,lower_is_bad,on_track,False,0.0024271844660193657,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.87,3.865,-0.004999999999999893,-0.0012919896640826599,lower_is_bad,on_track,False,0.0012919896640826599,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.35,17.44018503772798,0.09018503772797715,0.005197984883456895,higher_is_bad,on_track,False,0.005197984883456895,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4548476.0,4599500.0,51024.0,0.011217823288503665,higher_is_bad,on_track,False,0.011217823288503665,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,15143579.663943235,14709077.513812028,-434502.15013120696,-0.02869216920790226,lower_is_bad,on_track,False,0.02869216920790226,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,10595103.663943235,10109577.513812028,-485526.15013120696,-0.04582552144190217,lower_is_bad,on_track,False,0.04582552144190217,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,10325103.663943235,9785577.513812028,-539526.150131207,-0.05225382404782151,lower_is_bad,warning,True,0.05225382404782151,Operating Cash Flow Proxy is 5.2% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,8533103.663943235,7881577.513812028,-651526.150131207,-0.07635277570624638,lower_is_bad,on_track,False,0.07635277570624638,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1792000.0,1904000.0,112000.0,0.0625,higher_is_bad,on_track,False,0.0625,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,270000.0,324000.0,54000.0,0.2,higher_is_bad,critical,True,0.2,Working Capital Change is 20.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,263900.0,264910.0,1010.0,0.0038272072754831376,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.79,0.765,-0.025000000000000022,-0.031645569620253194,lower_is_bad,warning,True,0.031645569620253194,Head Grade is 3.2% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,87.4,87.05,-0.3500000000000085,-0.004004576659038999,lower_is_bad,on_track,False,0.004004576659038999,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1822.1239400000006,1764.0,-58.12394000000063,-0.03189900463082693,lower_is_bad,warning,True,0.03189900463082693,Copper Production is 3.2% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.08,4.04,-0.040000000000000036,-0.00980392156862746,lower_is_bad,on_track,False,0.00980392156862746,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
